From Date,To Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WD,SR,BP,AT,Xylene,TOT-RF
2018-11-11,2018-11-12 00:00:00,251.16,439.83,1.75,83.25,45.69,39.29,23.07,1.57,39.13,6.7,17.96,76.73,240.05,29.55,992.08,19.86,0.31,0.0
2018-11-12,2018-11-13 00:00:00,235.81,340.7,4.97,80.06,46.58,35.29,13.32,1.54,44.63,6.57,13.94,77.34,244.45,107.99,990.39,19.82,0.31,0.0
2018-11-13,2018-11-14 00:00:00,285.09,428.91,16.67,111.32,72.8,41.51,21.87,1.34,31.22,8.68,43.54,78.66,219.97,77.29,988.21,20.48,0.91,0.0
2018-11-14,2018-11-15 00:00:00,144.36,205.45,6.34,96.49,56.09,35.79,12.56,1.0,41.93,5.64,28.66,77.86,214.38,105.27,989.02,21.22,0.54,1.0
2018-11-15,2018-11-16 00:00:00,109.24,154.94,6.91,77.06,46.79,30.92,12.69,0.65,28.81,4.17,33.59,79.27,185.82,112.2,992.52,19.82,0.57,0.0
2018-11-16,2018-11-17 00:00:00,140.85,203.48,1.99,60.08,33.6,28.21,12.0,0.71,47.2,2.64,28.62,59.69,105.49,147.41,991.5,19.65,0.12,0.0
2018-11-17,2018-11-18 00:00:00,170.65,278.21,10.83,81.3,52.2,29.97,13.99,1.0,33.75,3.96,30.01,65.72,92.03,137.42,989.98,18.37,0.4,0.0
2018-11-18,2018-11-19 00:00:00,218.71,348.95,21.89,99.28,70.63,35.64,20.12,1.3,47.46,5.49,28.99,69.12,210.05,116.26,991.03,19.19,0.67,0.0
2018-11-19,2018-11-20 00:00:00,478.34,352.7,2.12,78.23,43.45,37.06,21.37,1.03,51.78,4.42,14.58,68.45,276.02,77.0,993.32,20.02,0.14,0.0
2018-11-20,2018-11-21 00:00:00,,346.25,5.95,91.46,53.34,38.49,19.82,1.25,39.32,4.86,38.0,74.28,133.92,112.34,993.61,19.69,0.25,0.0
2018-11-21,2018-11-22 00:00:00,,342.09,9.97,88.46,55.11,32.93,17.28,0.85,34.95,4.06,48.31,63.12,88.77,130.14,993.83,19.34,0.28,0.0
2018-11-22,2018-11-23 00:00:00,,319.93,37.41,92.42,81.06,29.44,26.51,0.99,38.2,4.69,51.73,60.75,98.55,114.21,994.62,18.67,0.63,0.0
2018-11-23,2018-11-24 00:00:00,,317.78,31.45,71.27,63.51,30.21,19.53,0.82,39.93,3.88,75.05,55.02,101.36,129.14,996.01,19.58,0.51,0.0
2018-11-24,2018-11-25 00:00:00,94.93,204.76,2.92,58.91,33.7,25.47,18.44,0.6,38.72,2.34,28.38,51.98,99.51,133.25,994.32,19.31,0.09,0.0
2018-11-25,2018-11-26 00:00:00,151.81,295.0,30.04,71.11,62.31,28.29,21.03,1.13,35.51,3.97,28.38,63.09,139.62,126.46,994.14,17.8,0.38,0.0
2018-11-26,2018-11-27 00:00:00,185.35,361.27,65.24,79.93,95.64,31.56,31.74,1.44,33.68,5.45,40.87,70.73,118.69,119.03,993.27,17.5,0.69,0.0
2018-11-27,2018-11-28 00:00:00,254.67,440.14,52.58,90.61,90.88,36.21,20.24,2.09,29.8,10.09,93.62,74.45,189.23,89.99,994.97,18.22,2.43,0.0
2018-11-28,2018-11-29 00:00:00,232.88,380.7,18.97,94.3,65.66,40.2,17.91,1.57,16.36,9.62,62.91,80.4,255.72,80.12,995.93,18.35,2.21,0.0
2018-11-29,2018-11-30 00:00:00,235.42,389.34,44.4,93.73,86.03,38.41,17.95,1.59,25.27,7.54,123.69,75.43,116.21,98.03,996.11,18.28,4.76,0.0
2018-11-30,2018-12-01 00:00:00,203.06,366.58,26.42,89.08,69.14,32.78,22.32,1.26,21.67,5.65,127.61,69.64,92.51,108.52,995.55,17.72,2.19,0.0
2018-12-01,2018-12-02 00:00:00,154.42,300.1,57.53,90.13,94.83,28.13,25.21,1.34,18.61,4.98,53.75,65.37,128.95,115.44,992.83,17.01,2.57,0.0
2018-12-02,2018-12-03 00:00:00,179.21,339.88,85.1,85.22,114.61,26.3,24.08,1.63,25.9,6.74,85.44,67.83,174.07,103.97,992.14,16.26,4.79,0.0
2018-12-03,2018-12-04 00:00:00,206.23,408.35,95.4,96.28,128.95,30.64,26.43,1.86,22.42,6.53,65.26,70.69,165.03,106.95,993.1,16.02,4.2,0.0
2018-12-04,2018-12-05 00:00:00,246.72,473.84,155.11,115.59,191.26,33.28,24.67,2.49,17.92,7.85,167.95,74.61,144.23,95.43,994.8,15.7,6.85,0.0
2018-12-05,2018-12-06 00:00:00,209.39,381.44,96.67,102.92,134.24,32.51,22.87,2.03,25.05,5.93,60.26,74.92,95.47,98.55,992.39,15.53,3.76,0.0
2018-12-06,2018-12-07 00:00:00,224.31,381.1,118.81,95.2,148.53,30.57,20.09,2.15,23.77,9.42,90.43,76.3,118.92,93.35,991.8,15.13,6.38,0.0
2018-12-07,2018-12-08 00:00:00,190.33,350.32,48.18,89.14,86.09,31.24,18.84,1.37,20.05,8.4,63.7,75.32,100.38,104.54,992.54,14.94,3.9,0.0
2018-12-08,2018-12-09 00:00:00,221.78,351.82,30.91,81.55,68.47,32.89,24.28,1.26,27.72,8.4,63.7,78.39,150.89,98.47,993.5,14.43,3.9,0.0
2018-12-09,2018-12-10 00:00:00,216.57,337.6,61.18,80.36,92.59,29.82,34.26,1.5,27.94,8.4,63.7,78.65,218.56,95.91,992.41,14.05,3.9,0.0
2018-12-10,2018-12-11 00:00:00,259.56,381.24,7.24,89.08,53.18,33.81,21.55,1.58,27.03,8.4,63.7,80.94,262.8,79.23,991.96,14.23,3.9,0.0
2018-12-11,2018-12-12 00:00:00,254.93,370.12,8.4,80.73,49.62,34.95,19.95,1.39,24.41,8.4,63.7,82.22,208.15,73.69,992.97,14.29,3.9,0.0
2018-12-12,2018-12-13 00:00:00,202.81,280.06,7.96,72.68,45.24,32.56,20.97,1.16,21.21,8.4,63.7,80.91,188.75,65.38,994.44,15.41,3.9,0.0
2018-12-13,2018-12-14 00:00:00,74.88,111.71,5.2,61.44,36.94,24.26,18.62,0.56,19.12,4.56,38.37,83.71,133.14,99.56,997.49,14.56,1.88,1.0
2018-12-14,2018-12-15 00:00:00,100.27,159.4,8.78,68.87,43.78,26.94,18.89,0.59,19.03,1.1,18.5,80.82,104.4,113.19,999.44,14.18,0.0,0.0
2018-12-15,2018-12-16 00:00:00,122.4,188.91,3.35,76.27,43.29,29.76,22.36,0.63,23.15,1.1,18.5,75.42,106.37,111.96,998.97,14.45,0.0,0.5
2018-12-16,2018-12-17 00:00:00,160.84,239.29,14.93,90.33,59.96,34.02,25.01,0.88,23.54,1.1,18.5,77.27,106.21,143.42,999.26,13.21,0.0,0.0
2018-12-17,2018-12-18 00:00:00,198.72,323.38,49.92,105.72,96.02,35.23,22.79,1.32,21.87,1.1,18.5,74.06,101.85,130.46,997.8,12.48,0.0,0.0
2018-12-18,2018-12-19 00:00:00,212.44,331.52,18.65,102.27,69.57,37.97,28.24,1.08,27.89,1.96,59.48,70.59,97.68,137.51,996.06,12.61,0.39,0.0
2018-12-19,2018-12-20 00:00:00,259.22,385.1,37.22,106.41,86.94,38.77,27.79,1.52,23.59,6.15,71.38,73.56,83.48,134.52,995.17,12.55,7.26,0.0
2018-12-20,2018-12-21 00:00:00,315.4,456.75,90.78,103.97,128.94,39.11,30.72,1.94,25.56,8.09,103.89,75.93,94.8,128.52,995.53,11.69,20.27,0.0
2018-12-21,2018-12-22 00:00:00,269.74,385.82,33.02,112.68,86.86,41.7,25.03,1.38,27.32,5.32,62.97,77.76,93.27,129.06,994.36,11.37,7.2,0.0
2018-12-22,2018-12-23 00:00:00,323.78,429.96,18.87,87.86,62.1,41.27,25.87,1.49,31.3,5.12,29.54,81.73,119.65,114.09,994.78,11.13,4.22,0.0
2018-12-23,2018-12-24 00:00:00,333.02,412.43,15.61,84.32,57.53,39.62,19.66,1.94,33.05,6.84,23.64,84.21,209.5,101.6,995.49,10.64,6.63,0.0
2018-12-24,2018-12-25 00:00:00,317.81,470.79,65.43,104.08,108.75,39.74,25.48,1.86,20.61,6.14,50.66,79.86,120.05,110.13,994.73,11.49,6.32,0.0
2018-12-25,2018-12-26 00:00:00,226.94,315.92,6.76,100.31,59.18,40.32,19.84,1.15,21.24,3.24,32.01,80.34,97.82,114.83,994.06,11.31,1.31,0.0
2018-12-26,2018-12-27 00:00:00,265.12,362.5,28.3,86.34,69.22,37.66,22.98,1.53,21.93,4.55,33.7,76.11,88.34,127.91,992.59,10.63,3.59,0.0
2018-12-27,2018-12-28 00:00:00,275.94,378.62,25.61,89.92,68.7,40.41,25.63,1.5,28.71,5.76,55.74,72.84,148.54,107.43,993.79,11.13,8.96,0.0
2018-12-28,2018-12-29 00:00:00,259.38,364.96,9.64,100.55,61.91,47.01,23.44,1.13,23.29,2.23,13.59,76.02,99.55,114.81,994.18,10.74,0.51,0.0
2018-12-29,2018-12-30 00:00:00,292.77,414.15,39.47,97.2,82.93,43.18,23.4,1.54,20.35,0.9,2.7,76.41,89.24,132.88,996.3,10.25,0.0,0.0
2018-12-30,2018-12-31 00:00:00,365.75,528.38,77.33,98.56,114.76,43.4,34.58,2.18,25.93,0.9,2.7,73.92,72.57,122.81,998.41,11.01,0.0,0.0
2018-12-31,2018-12-31 00:00:00,392.0,582.0,49.9,90.3,88.7,34.2,22.5,2.1,1.5,0.9,2.7,97.0,113.3,4.5,998.7,6.7,0.0,0.0
2019-01-01,2019-01-02 00:00:00,309.68,455.39,33.18,109.18,84.52,49.8,24.83,1.69,23.91,5.18,53.94,77.06,100.26,113.79,997.03,11.72,5.73,0.0
2019-01-02,2019-01-03 00:00:00,339.24,470.53,26.17,114.99,82.5,50.43,24.89,1.87,22.0,6.5,30.93,78.9,258.45,101.08,997.29,12.89,7.49,0.0
2019-01-03,2019-01-04 00:00:00,367.25,508.77,50.08,110.56,99.33,51.87,25.19,1.94,19.59,5.53,85.54,81.37,83.94,118.29,998.31,12.74,7.79,0.0
2019-01-04,2019-01-05 00:00:00,222.16,346.0,12.63,100.05,63.5,46.38,19.16,1.36,12.58,3.65,34.52,88.56,113.15,71.61,997.24,11.25,1.76,0.0
2019-01-05,2019-01-06 00:00:00,226.4,326.12,8.18,95.78,57.27,46.2,22.14,1.39,19.91,4.12,16.22,77.53,276.5,101.48,995.62,12.43,1.17,0.0
2019-01-06,2019-01-07 00:00:00,145.27,190.47,3.42,90.61,50.99,43.48,22.44,0.85,23.86,1.79,8.29,79.14,161.53,98.45,995.21,13.83,0.27,0.5
2019-01-07,2019-01-08 00:00:00,161.2,231.04,18.67,95.48,65.98,43.41,33.47,0.94,17.0,1.97,9.61,83.64,115.3,117.46,996.85,12.6,0.5,0.0
2019-01-08,2019-01-09 00:00:00,149.34,218.27,5.33,93.9,54.29,44.21,25.98,0.74,18.58,1.65,64.07,79.16,99.22,125.47,994.94,13.02,0.74,0.0
2019-01-09,2019-01-10 00:00:00,136.44,207.35,2.89,86.91,48.75,39.15,25.33,0.76,23.08,1.53,30.65,70.23,106.13,144.63,994.22,13.31,0.58,0.0
2019-01-10,2019-01-11 00:00:00,176.6,270.7,19.49,90.18,63.61,38.31,28.68,1.02,23.91,2.36,19.53,72.92,97.82,135.17,993.92,12.53,1.6,0.0
2019-01-11,2019-01-12 00:00:00,235.45,316.48,27.24,82.59,65.91,39.28,26.35,1.37,25.67,3.1,19.82,78.0,192.42,117.61,995.55,11.76,1.97,0.0
2019-01-12,2019-01-13 00:00:00,343.98,482.6,52.78,111.85,102.51,48.17,30.64,2.08,25.75,5.12,43.59,75.94,206.26,94.62,994.61,13.24,4.76,0.0
2019-01-13,2019-01-14 00:00:00,240.5,347.06,12.42,89.46,57.7,44.32,26.61,1.15,27.19,3.01,19.04,75.35,175.45,102.16,996.59,15.04,2.38,0.0
2019-01-14,2019-01-15 00:00:00,88.09,143.23,2.17,72.51,40.51,33.02,25.49,0.49,28.66,0.85,22.63,60.61,113.24,155.21,996.23,12.89,0.13,0.0
2019-01-15,2019-01-16 00:00:00,160.09,237.79,20.38,79.74,59.71,35.87,28.05,0.98,22.87,1.31,29.01,68.8,95.74,103.32,995.25,10.78,0.79,0.0
2019-01-16,2019-01-17 00:00:00,290.02,419.15,50.59,88.8,87.79,41.94,29.44,1.91,22.03,4.45,38.38,76.56,204.74,100.91,995.19,10.75,3.64,0.0
2019-01-17,2019-01-18 00:00:00,306.52,421.6,34.01,96.21,78.3,44.12,31.76,1.53,26.74,3.14,20.36,75.94,143.09,114.18,993.99,11.97,1.81,0.0
2019-01-18,2019-01-19 00:00:00,164.48,325.82,23.54,85.47,65.54,42.08,21.68,2.03,17.4,1.85,59.14,56.16,127.64,117.2,988.23,13.04,0.42,0.0
2019-01-19,2019-01-20 00:00:00,254.75,383.85,30.93,85.65,70.85,40.83,30.22,1.43,23.62,2.71,61.54,73.38,91.5,131.15,994.19,13.81,1.34,0.0
2019-01-20,2019-01-21 00:00:00,259.92,386.65,35.28,101.83,82.93,43.93,33.49,1.82,42.13,4.1,35.98,69.88,206.76,117.03,993.16,16.69,4.76,0.0
2019-01-21,2019-01-22 00:00:00,181.38,303.88,5.89,90.79,53.67,43.37,26.69,1.08,30.18,2.57,8.67,79.97,259.16,58.77,990.39,15.96,1.18,0.5
2019-01-22,2019-01-23 00:00:00,39.9,45.88,2.19,50.92,28.82,27.12,20.75,0.46,28.89,0.44,1.23,92.63,202.12,57.51,991.2,13.94,0.02,27.0
2019-01-23,2019-01-24 00:00:00,110.79,174.34,43.33,58.78,66.3,27.29,25.8,1.06,20.45,1.93,21.75,87.36,94.6,136.31,994.71,12.72,1.84,0.5
2019-01-24,2019-01-25 00:00:00,98.03,153.09,5.28,49.02,30.47,28.25,21.47,0.65,27.67,1.47,5.88,78.62,127.14,128.47,996.81,14.62,0.36,0.0
2019-01-25,2019-01-26 00:00:00,78.76,117.02,3.09,53.53,30.83,28.21,31.8,0.58,27.81,0.58,7.02,80.81,103.56,128.52,996.97,13.27,0.08,0.5
2019-01-26,2019-01-27 00:00:00,88.94,131.63,2.42,45.06,25.94,26.2,24.18,0.59,34.04,0.57,1.59,71.81,75.95,163.71,999.36,11.74,0.0,0.0
2019-01-27,2019-01-28 00:00:00,134.75,187.95,2.52,50.73,29.22,30.93,31.12,0.67,30.26,0.75,6.85,69.36,67.71,131.54,999.32,10.9,0.0,0.0
2019-01-28,2019-01-29 00:00:00,133.28,185.11,3.68,59.73,34.92,31.76,34.01,0.69,32.74,1.04,25.4,62.78,71.23,164.72,998.98,11.68,0.11,0.0
2019-01-29,2019-01-30 00:00:00,152.11,234.19,12.84,75.78,50.97,37.32,34.25,0.83,29.99,1.45,33.72,64.33,66.67,164.41,997.46,12.08,0.92,0.0
2019-01-30,2019-01-31 00:00:00,213.47,323.77,15.86,79.36,55.21,41.41,50.39,1.07,27.95,1.94,16.0,67.9,70.86,114.16,996.15,12.35,1.04,0.0
2019-01-31,2019-02-01 00:00:00,173.0,259.03,9.15,88.75,54.66,42.16,29.48,1.18,28.38,1.69,6.37,70.99,206.27,98.77,994.99,13.99,0.3,0.0
2019-02-01,2019-02-02 00:00:00,191.58,251.84,2.54,84.93,47.24,49.91,27.29,1.03,28.29,0.93,9.99,80.96,149.34,100.36,995.69,14.49,0.03,0.5
2019-02-02,2019-02-03 00:00:00,169.75,241.8,2.53,60.76,34.5,42.66,21.42,0.8,23.21,1.13,7.38,90.76,66.76,87.78,995.91,12.09,0.01,0.0
2019-02-03,2019-02-04 00:00:00,124.89,195.05,7.96,62.41,39.75,38.61,17.91,0.91,21.59,1.0,15.39,90.48,62.8,107.95,996.92,13.08,0.37,0.0
2019-02-04,2019-02-05 00:00:00,153.07,263.88,27.46,66.9,58.26,33.65,26.61,1.42,26.27,3.89,66.45,84.4,82.92,138.74,997.4,13.26,5.48,0.0
2019-02-05,2019-02-06 00:00:00,218.35,336.29,26.09,78.36,63.26,40.23,31.95,1.7,36.55,4.11,79.61,80.43,200.96,119.56,994.68,15.37,6.79,0.0
2019-02-06,2019-02-07 00:00:00,207.04,297.04,14.49,84.27,56.78,45.22,27.59,1.52,25.64,3.27,17.73,83.48,234.46,115.08,989.62,17.5,3.33,0.0
2019-02-07,2019-02-08 00:00:00,66.23,97.62,1.82,54.28,30.34,30.26,23.38,0.58,27.57,0.71,3.53,90.23,223.36,28.4,987.82,15.84,0.14,23.5
2019-02-08,2019-02-09 00:00:00,67.38,129.62,25.31,44.83,44.48,21.74,26.6,0.63,23.85,1.07,18.79,76.96,133.65,165.29,993.77,13.03,0.88,0.0
2019-02-09,2019-02-10 00:00:00,78.98,144.0,6.0,44.62,28.63,23.45,26.6,0.54,30.87,0.5,21.87,73.58,157.79,176.88,995.92,13.26,0.09,0.0
2019-02-10,2019-02-11 00:00:00,137.53,239.75,19.49,56.63,46.0,29.15,30.98,0.97,24.87,1.23,23.56,77.24,204.35,126.49,997.34,13.12,0.54,0.0
2019-02-11,2019-02-12 00:00:00,145.96,268.56,43.99,67.12,70.43,29.89,35.27,1.22,30.57,1.37,14.69,76.75,138.62,145.65,997.8,13.63,1.26,0.0
2019-02-12,2019-02-13 00:00:00,181.51,324.07,47.09,77.48,79.53,35.8,34.08,1.39,35.71,1.4,11.28,80.06,66.54,123.34,997.88,15.21,0.84,0.0
2019-02-13,2019-02-14 00:00:00,196.31,321.82,27.32,101.29,75.93,37.23,29.86,1.63,36.91,2.75,11.27,80.14,98.08,110.27,996.84,16.77,2.15,0.0
2019-02-14,2019-02-15 00:00:00,170.61,238.61,11.29,78.77,51.1,36.45,28.51,1.3,33.88,1.73,10.41,86.96,141.88,47.03,992.53,16.09,1.68,4.5
2019-02-15,2019-02-16 00:00:00,119.9,157.47,2.78,54.93,31.54,29.01,32.66,0.87,28.76,0.83,4.5,87.52,114.85,103.42,993.09,15.56,0.02,0.0
2019-02-16,2019-02-17 00:00:00,106.31,157.58,3.1,47.35,27.49,25.2,27.69,0.68,22.46,0.53,8.3,88.41,209.36,83.8,994.55,15.27,0.0,0.0
2019-02-17,2019-02-18 00:00:00,90.49,156.95,6.84,49.59,31.95,22.12,24.18,0.67,37.19,0.54,13.06,81.56,167.0,159.74,991.39,15.45,0.19,0.0
2019-02-18,2019-02-19 00:00:00,97.03,171.77,7.49,64.93,40.75,23.79,29.11,0.75,33.15,0.82,3.64,71.75,123.32,126.86,986.74,17.16,0.35,0.5
2019-02-19,2019-02-20 00:00:00,127.77,196.44,7.53,65.21,40.88,30.74,25.3,0.93,44.31,0.7,3.79,84.56,148.56,119.59,990.09,16.73,0.09,0.5
2019-02-20,2019-02-21 00:00:00,84.51,119.78,3.45,55.31,32.43,26.65,21.66,0.73,19.52,0.39,1.19,89.19,119.08,48.29,994.86,16.99,0.0,4.0
2019-02-21,2019-02-22 00:00:00,69.34,150.33,6.84,57.15,36.02,23.0,27.77,0.75,28.7,0.33,1.57,76.72,129.31,151.94,993.57,19.63,0.0,0.0
2019-02-22,2019-02-23 00:00:00,63.6,112.37,3.91,48.79,29.14,24.93,23.2,0.48,30.89,0.7,4.89,76.19,148.25,157.38,994.21,18.17,0.95,0.0
2019-02-23,2019-02-24 00:00:00,57.43,98.8,2.76,42.67,24.94,16.65,27.79,0.43,41.05,0.19,1.08,69.04,178.25,195.74,992.51,15.46,0.0,0.0
2019-02-24,2019-02-25 00:00:00,90.89,145.95,3.4,50.14,29.06,18.64,26.45,0.54,42.5,0.35,5.81,69.15,159.36,190.46,989.27,15.78,0.02,0.0
2019-02-25,2019-02-26 00:00:00,100.45,172.53,37.5,48.4,57.13,18.78,27.61,0.78,50.07,0.42,2.17,72.38,104.91,165.92,988.5,15.59,0.03,4.5
2019-02-26,2019-02-27 00:00:00,52.28,83.45,2.19,42.8,24.09,16.87,26.79,0.45,35.73,0.21,0.72,77.86,108.02,98.91,988.71,14.1,0.0,0.0
2019-02-27,2019-02-28 00:00:00,48.67,74.68,2.98,39.33,23.35,15.28,22.02,0.46,18.17,0.2,1.08,92.81,76.75,75.34,989.15,11.11,0.0,0.0
2019-02-28,2019-03-01 00:00:00,100.5,187.2,36.95,48.99,56.22,16.6,26.25,0.82,31.0,0.77,6.21,75.6,112.34,190.67,992.65,13.22,0.15,0.0
2019-03-01,2019-03-02 00:00:00,94.37,183.27,24.72,52.19,46.87,17.29,27.1,0.66,32.33,0.38,3.0,71.79,120.97,199.91,993.01,14.68,0.05,0.0
2019-03-02,2019-03-03 00:00:00,137.89,215.03,18.13,71.0,52.29,24.63,28.9,0.98,10.79,1.21,7.19,91.69,106.9,32.35,993.32,14.13,0.38,5.0
2019-03-03,2019-03-04 00:00:00,61.91,82.13,2.19,40.73,23.58,19.68,25.5,0.55,37.92,0.54,1.54,87.37,118.66,149.53,990.01,16.21,0.03,2.5
2019-03-04,2019-03-05 00:00:00,74.35,113.0,10.73,46.02,33.23,19.42,26.74,0.63,28.48,0.55,7.5,84.81,101.35,155.89,987.19,17.19,0.05,0.0
2019-03-05,2019-03-06 00:00:00,75.24,143.88,6.68,45.04,29.36,19.32,26.68,0.52,33.13,0.52,27.51,77.87,202.52,179.03,988.31,16.69,0.13,0.0
2019-03-06,2019-03-07 00:00:00,79.18,156.02,13.76,46.75,36.33,16.99,32.7,0.61,37.62,0.58,20.35,70.85,154.55,201.99,989.28,16.99,0.11,0.0
2019-03-07,2019-03-08 00:00:00,106.15,212.92,24.09,48.43,45.39,19.46,28.42,0.61,44.31,0.92,10.19,69.54,103.51,197.36,989.67,17.26,0.14,0.0
2019-03-08,2019-03-09 00:00:00,84.52,171.0,8.61,52.4,34.95,20.68,33.96,0.62,44.33,0.64,5.65,71.45,91.01,169.7,991.4,17.91,0.05,0.0
2019-03-09,2019-03-10 00:00:00,65.15,149.83,11.09,50.34,35.91,20.17,32.67,0.5,38.74,0.68,3.92,66.23,91.97,195.02,991.43,18.53,0.04,0.0
2019-03-10,2019-03-11 00:00:00,73.62,144.62,3.45,47.54,28.3,19.2,32.34,0.51,48.84,0.6,2.54,62.2,124.82,221.42,991.58,18.16,0.07,0.0
2019-03-11,2019-03-12 00:00:00,81.46,177.19,2.34,55.13,31.36,21.85,33.08,0.64,50.06,1.04,3.45,66.19,141.2,147.29,990.98,19.71,0.02,0.0
2019-03-12,2019-03-13 00:00:00,47.82,99.94,1.82,53.6,30.21,21.15,21.16,0.37,45.16,0.61,2.68,64.42,72.12,167.98,993.25,19.47,0.02,0.0
2019-03-13,2019-03-14 00:00:00,84.52,200.14,12.18,69.58,47.02,23.13,40.41,0.58,29.33,0.98,9.46,72.08,72.15,95.31,993.51,17.59,176.59,0.0
2019-03-14,2019-03-15 00:00:00,98.23,193.66,33.94,67.9,62.94,24.36,27.64,0.8,23.92,1.55,9.29,81.74,72.49,105.04,994.37,15.93,216.56,0.0
2019-03-15,2019-03-16 00:00:00,58.27,116.65,16.85,55.58,43.3,20.96,25.78,0.48,37.33,0.9,4.95,72.87,110.6,200.01,995.63,17.66,201.78,0.5
2019-03-16,2019-03-17 00:00:00,62.25,119.08,2.53,53.49,30.51,20.48,27.46,0.46,50.22,0.55,9.91,64.07,121.73,200.46,994.01,18.97,0.0,0.0
2019-03-17,2019-03-18 00:00:00,90.69,177.31,7.72,63.74,40.22,22.19,34.34,0.62,42.88,0.71,11.2,63.4,161.4,200.24,992.18,19.61,0.0,0.0
2019-03-18,2019-03-19 00:00:00,100.75,207.38,12.48,68.26,46.49,25.16,34.38,0.69,43.08,0.77,16.64,66.68,147.45,201.86,991.7,19.61,,0.0
2019-03-19,2019-03-20 00:00:00,96.78,202.03,12.45,69.08,47.38,23.78,30.01,0.69,38.6,1.49,4.52,63.62,118.53,201.5,988.09,21.15,,0.0
2019-03-20,2019-03-21 00:00:00,140.8,291.24,8.06,88.92,53.87,24.81,43.73,1.08,28.16,2.9,8.79,61.58,164.86,173.34,986.41,21.57,0.0,0.0
2019-03-21,2019-03-22 00:00:00,67.67,123.0,2.14,52.1,29.68,22.36,31.03,0.52,55.11,0.67,0.55,51.76,69.76,248.83,990.64,24.76,0.0,0.0
2019-03-22,2019-03-23 00:00:00,33.56,99.53,1.76,47.66,26.93,17.58,32.4,0.29,56.12,0.32,0.62,48.14,110.25,216.44,991.95,22.23,0.0,0.0
2019-03-23,2019-03-24 00:00:00,55.58,121.34,1.62,39.41,22.28,17.58,32.02,0.36,66.12,0.25,3.68,51.09,161.31,227.59,991.18,22.46,0.0,0.0
2019-03-24,2019-03-25 00:00:00,49.54,118.5,2.53,46.26,26.49,17.92,29.73,0.4,42.55,0.28,2.76,56.62,126.59,238.72,989.56,22.8,0.0,0.0
2019-03-25,2019-03-26 00:00:00,71.18,145.02,2.95,47.06,27.43,21.64,32.82,0.49,30.98,0.61,2.07,67.87,133.53,212.18,990.05,21.49,0.0,0.0
2019-03-26,2019-03-27 00:00:00,76.51,164.26,3.26,50.49,29.45,21.95,34.24,0.51,38.77,,,63.04,150.15,244.6,991.32,21.98,,0.0
2019-03-27,2019-03-28 00:00:00,98.78,204.09,12.91,56.58,40.81,21.43,46.81,0.67,40.28,,,59.85,171.88,215.95,991.89,22.5,,0.0
2019-03-28,2019-03-29 00:00:00,148.78,286.54,32.74,61.42,59.34,24.74,53.99,1.01,45.4,,,59.48,197.06,226.17,989.78,24.75,,0.0
2019-03-29,2019-03-30 00:00:00,107.68,263.29,41.73,70.34,71.44,24.55,29.15,0.93,36.89,,,64.01,145.14,224.74,986.77,26.23,,0.0
2019-03-30,2019-03-31 00:00:00,114.74,249.2,37.34,72.2,68.85,27.11,37.79,0.9,55.08,,,59.19,109.66,213.45,985.71,27.96,,0.0
2019-03-31,2019-04-01 00:00:00,56.14,158.25,2.23,48.17,27.48,19.68,33.26,0.41,46.69,,,47.21,128.34,255.85,986.52,26.61,,0.0
2019-04-01,2019-04-02 00:00:00,54.83,157.18,1.79,43.79,24.75,18.76,38.24,0.43,51.75,,,47.61,146.51,258.65,986.81,24.68,,0.0
2019-04-02,2019-04-03 00:00:00,114.1,247.48,8.75,60.12,39.14,20.17,51.14,0.65,54.18,,,48.56,120.0,242.71,987.61,24.76,,0.0
2019-04-03,2019-04-04 00:00:00,97.81,218.35,3.28,50.87,29.88,19.87,50.33,0.64,49.88,,,47.96,159.11,245.9,986.49,25.93,,0.0
2019-04-04,2019-04-05 00:00:00,140.83,223.54,19.95,65.15,51.33,23.26,52.89,0.96,55.78,,,54.13,78.38,215.29,986.98,27.09,,0.0
2019-04-05,2019-04-06 00:00:00,138.27,336.19,44.52,76.9,77.19,26.22,54.14,1.16,44.86,,,50.6,86.43,208.94,986.0,28.84,,0.0
2019-04-06,2019-04-07 00:00:00,99.81,283.29,6.3,59.62,36.82,23.39,44.63,0.72,43.3,,,47.99,132.27,208.63,984.85,29.62,,0.0
2019-04-07,2019-04-08 00:00:00,150.85,322.2,3.75,70.29,40.48,29.04,41.97,0.95,38.1,,,64.83,136.67,166.5,984.04,27.66,,9.0
2019-04-08,2019-04-09 00:00:00,80.16,292.36,3.97,64.85,37.78,24.34,32.88,0.59,45.93,,,62.7,111.53,198.34,985.18,25.79,,0.0
2019-04-09,2019-04-10 00:00:00,114.47,224.11,4.94,61.86,36.93,24.32,37.44,0.81,62.58,,,60.36,84.84,214.65,984.89,26.64,,0.0
2019-04-10,2019-04-11 00:00:00,95.0,245.24,18.28,66.73,49.21,23.02,35.43,0.74,42.7,,,48.91,104.61,224.94,986.03,29.45,,0.0
2019-04-11,2019-04-12 00:00:00,72.18,211.2,7.04,65.22,40.51,21.85,39.82,0.52,44.78,,,44.36,101.33,215.01,985.7,29.69,,0.0
2019-04-12,2019-04-13 00:00:00,43.72,178.56,1.74,52.21,29.31,22.39,27.87,0.39,48.77,,,43.28,94.88,200.41,986.36,29.16,,0.0
