From Date,To Date,PM2.5,PM10,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,WD,SR,BP,AT,Xylene,TOT-RF
2019-11-14,2019-11-15 00:00:00,295.98,478.58,55.71,99.25,97.83,54.91,24.63,1.08,1.5,2.06,16.77,60.86,170.14,94.19,994.55,20.17,3.45,0.0
2019-11-15,2019-11-16 00:00:00,359.02,531.02,29.81,97.16,75.97,53.09,19.28,0.79,1.56,2.17,14.96,60.09,185.81,108.64,993.63,21.02,2.9,0.0
2019-11-16,2019-11-17 00:00:00,142.46,258.25,4.28,54.47,32.44,32.41,19.43,0.45,2.88,1.0,7.02,27.57,255.38,137.8,993.35,21.76,0.86,0.0
2019-11-17,2019-11-18 00:00:00,99.67,165.87,2.36,39.51,23.09,18.71,17.64,0.31,18.84,0.95,8.47,37.63,254.37,152.57,993.35,21.4,0.37,0.0
2019-11-18,2019-11-19 00:00:00,129.38,216.83,7.63,50.69,33.19,15.65,16.64,0.4,30.06,1.08,18.4,29.75,254.41,133.13,992.75,19.59,1.16,0.0
2019-11-19,2019-11-20 00:00:00,146.04,274.82,27.72,69.32,59.63,16.09,19.5,0.74,30.58,1.44,27.94,51.46,286.28,122.25,992.13,21.69,2.64,1.0
2019-11-20,2019-11-21 00:00:00,192.78,334.81,34.95,65.87,65.07,8.57,22.14,0.71,49.74,2.33,19.68,72.46,335.31,118.41,992.74,26.62,3.73,0.0
2019-11-21,2019-11-22 00:00:00,192.39,317.22,10.9,66.77,44.61,16.71,20.43,0.34,51.19,2.03,7.67,73.18,335.27,101.99,994.7,27.89,1.59,0.0
2019-11-22,2019-11-23 00:00:00,211.4,382.83,38.45,90.23,79.65,21.82,26.92,0.8,50.07,2.35,35.72,69.65,335.18,100.64,994.71,28.36,4.7,0.0
2019-11-23,2019-11-24 00:00:00,111.94,200.1,4.2,51.58,31.0,14.82,18.61,0.32,28.37,1.13,16.64,66.41,335.23,88.73,994.13,28.88,1.02,0.0
2019-11-24,2019-11-25 00:00:00,83.85,153.79,2.45,43.69,25.43,13.8,15.92,0.38,37.64,0.85,13.82,65.53,335.17,112.54,993.49,29.15,0.53,0.0
2019-11-25,2019-11-26 00:00:00,104.04,189.36,8.9,48.52,33.04,12.73,18.3,0.38,37.73,1.02,5.69,69.42,335.14,105.27,994.14,28.48,0.69,0.0
2019-11-26,2019-11-27 00:00:00,88.08,168.36,4.42,45.81,27.96,11.32,27.61,0.29,43.16,1.39,3.16,67.37,335.14,87.81,993.71,28.93,0.51,0.0
2019-11-27,2019-11-28 00:00:00,44.03,89.24,3.79,35.92,22.2,13.55,19.31,0.27,37.0,0.56,2.88,76.65,319.99,82.58,993.68,28.32,0.16,25.5
2019-11-28,2019-11-29 00:00:00,26.21,47.69,2.27,24.79,15.03,16.0,9.73,0.29,38.98,0.26,1.34,82.32,334.78,75.6,994.63,27.51,0.13,0.5
2019-11-29,2019-11-30 00:00:00,43.21,82.12,11.64,41.71,31.68,18.29,8.35,0.44,28.27,0.69,11.99,84.47,335.19,130.94,994.95,27.33,0.71,0.0
2019-11-30,2019-12-01 00:00:00,86.12,158.46,11.89,54.25,38.6,17.49,11.91,0.78,23.04,1.04,15.48,87.64,335.29,115.8,994.94,26.95,1.09,0.0
2019-12-01,2019-12-02 00:00:00,110.77,207.18,4.66,58.43,34.01,14.16,8.88,0.81,21.53,0.92,8.26,87.7,335.36,81.48,994.57,25.75,0.37,0.0
2019-12-02,2019-12-03 00:00:00,,,,,,,,,,,,,,,,,,0.0
2019-12-03,2019-12-04 00:00:00,154.45,258.31,41.55,100.92,87.59,22.32,14.76,1.72,42.7,1.61,50.57,66.9,335.56,120.78,993.66,27.26,2.63,0.0
2019-12-04,2019-12-05 00:00:00,209.72,323.91,52.28,93.96,93.07,30.54,23.86,1.39,41.21,1.83,15.11,77.98,335.16,119.46,996.36,26.14,2.57,0.0
2019-12-05,2019-12-06 00:00:00,279.06,407.54,83.27,120.01,131.79,44.78,19.19,2.1,41.54,2.5,21.7,77.36,335.2,107.83,998.08,26.07,4.36,0.0
2019-12-06,2019-12-07 00:00:00,264.13,375.46,47.56,110.14,96.82,38.45,29.14,1.4,30.96,1.8,30.46,83.72,335.21,108.25,997.54,26.77,3.21,0.0
2019-12-07,2019-12-08 00:00:00,172.82,327.74,46.91,81.99,82.87,35.33,19.16,2.07,30.71,1.61,14.11,83.07,335.14,114.62,996.76,26.8,2.48,0.0
2019-12-08,2019-12-09 00:00:00,268.24,412.83,86.39,86.62,117.9,38.99,17.24,2.28,28.87,2.53,33.78,81.33,335.13,110.44,996.49,26.59,6.47,0.0
2019-12-09,2019-12-10 00:00:00,225.93,359.86,78.46,88.05,111.34,35.54,16.33,2.32,37.07,2.05,26.11,77.12,335.17,110.0,995.73,26.23,3.24,0.0
2019-12-10,2019-12-11 00:00:00,249.62,381.49,45.47,88.99,84.22,29.21,14.09,1.85,35.81,1.91,26.32,78.99,335.17,105.33,993.07,22.28,2.85,0.0
2019-12-11,2019-12-12 00:00:00,338.12,457.33,20.62,86.19,62.51,28.13,18.08,2.69,35.85,2.53,22.91,75.9,335.1,74.38,991.77,20.78,3.99,0.0
2019-12-12,2019-12-13 00:00:00,295.62,384.88,3.77,70.01,40.13,31.45,19.98,1.7,38.43,2.07,6.66,71.22,335.13,47.31,990.74,21.35,1.24,8.5
2019-12-13,2019-12-14 00:00:00,85.91,110.3,2.37,37.23,21.74,23.04,13.42,0.97,35.75,0.81,3.5,80.26,333.04,42.44,991.23,21.03,0.34,7.0
2019-12-14,2019-12-15 00:00:00,59.76,97.34,13.55,37.01,31.23,23.04,11.79,0.92,22.36,0.64,3.8,78.82,334.93,86.18,997.25,18.68,0.36,0.0
2019-12-15,2019-12-16 00:00:00,86.69,130.33,7.51,37.4,26.15,23.11,13.11,0.89,23.25,0.83,10.58,77.9,335.08,108.33,997.05,18.11,0.3,0.0
2019-12-16,2019-12-17 00:00:00,72.56,103.62,2.29,42.65,24.55,27.34,10.93,0.87,24.32,0.71,6.01,81.45,335.19,25.23,997.64,17.27,0.01,0.0
2019-12-17,2019-12-18 00:00:00,104.48,135.48,12.26,65.03,44.51,26.49,11.25,1.21,23.52,0.81,3.07,78.71,335.25,39.32,998.43,17.08,0.24,0.0
2019-12-18,2019-12-19 00:00:00,130.99,164.13,3.6,61.63,35.82,27.4,11.19,1.03,32.84,0.93,6.17,77.53,335.27,114.0,997.43,17.12,0.14,0.0
2019-12-19,2019-12-20 00:00:00,315.53,390.53,22.25,83.29,62.44,21.38,11.47,2.16,14.33,2.3,7.2,85.53,335.35,76.23,996.04,16.42,1.96,0.0
2019-12-20,2019-12-21 00:00:00,307.92,417.09,19.01,94.15,65.36,22.43,15.34,2.24,17.54,2.79,21.02,82.99,335.35,71.56,993.78,17.16,3.28,0.0
2019-12-21,2019-12-22 00:00:00,203.21,289.65,9.91,112.45,67.81,49.85,10.6,1.56,9.87,1.66,12.42,82.37,335.2,67.13,994.71,17.49,0.77,0.0
2019-12-22,2019-12-23 00:00:00,126.75,165.02,6.03,81.76,48.14,44.74,9.61,1.24,18.96,1.21,4.53,84.6,335.21,35.57,995.98,16.92,0.15,0.0
2019-12-23,2019-12-24 00:00:00,171.81,214.69,19.69,71.53,54.27,32.03,10.45,1.8,15.69,1.39,7.62,83.04,335.27,55.81,995.18,16.41,0.54,0.0
2019-12-24,2019-12-25 00:00:00,213.27,304.57,19.76,71.78,54.48,35.05,13.24,1.86,15.32,1.83,19.11,82.26,335.27,76.78,996.86,16.58,1.28,0.0
2019-12-25,2019-12-26 00:00:00,127.53,183.49,4.32,61.1,36.12,38.05,,0.97,16.43,0.97,3.99,82.72,335.3,66.97,995.99,13.05,0.15,0.0
2019-12-26,2019-12-27 00:00:00,157.42,217.79,2.93,65.65,37.36,40.52,,1.15,23.26,0.99,6.18,80.9,335.31,67.97,995.37,10.92,0.19,0.0
2019-12-27,2019-12-28 00:00:00,192.45,312.09,8.88,59.19,38.93,30.45,10.95,1.21,7.88,1.31,4.81,85.52,335.34,39.25,996.27,10.58,0.21,0.0
2019-12-28,2019-12-29 00:00:00,216.09,301.96,31.5,54.92,55.13,30.62,11.73,1.19,11.91,1.85,6.14,85.96,335.38,72.17,996.86,10.11,1.05,0.0
2019-12-29,2019-12-30 00:00:00,245.25,353.29,7.43,55.44,35.53,21.65,10.65,1.55,25.28,1.73,4.65,80.27,335.32,96.95,997.22,8.46,0.42,0.0
2019-12-30,2019-12-31 00:00:00,245.93,319.07,24.7,65.87,54.6,18.58,9.67,2.45,3.95,2.55,8.4,89.86,335.35,22.75,996.56,5.43,1.32,0.0
2019-12-31,2019-12-31 00:00:00,188.0,277.0,2.9,59.1,33.7,17.3,9.8,1.8,4.1,1.7,3.2,84.7,335.3,4.6,997.0,5.5,0.8,0.0
2020-01-01,2020-01-02 00:00:00,239.12,283.79,9.83,52.62,36.11,13.14,14.06,1.71,24.37,1.77,3.74,77.59,335.33,102.74,998.15,5.95,0.67,0.0
2020-01-02,2020-01-03 00:00:00,217.71,304.96,58.13,52.97,75.73,8.83,16.6,2.0,22.28,2.25,17.67,75.28,335.21,114.2,997.78,6.36,2.71,0.0
2020-01-03,2020-01-04 00:00:00,214.27,320.42,54.65,48.15,71.92,18.4,12.62,2.09,26.81,2.22,31.51,69.76,268.74,115.33,995.88,12.65,4.19,0.0
2020-01-04,2020-01-05 00:00:00,225.02,321.31,63.12,49.91,77.34,30.49,11.93,1.79,23.81,1.91,19.21,66.6,254.0,94.9,994.96,15.06,3.21,0.0
2020-01-05,2020-01-06 00:00:00,183.82,253.86,9.34,39.85,28.84,26.35,10.45,1.19,30.83,1.24,9.35,63.15,258.4,89.71,995.39,11.1,0.91,0.0
2020-01-06,2020-01-07 00:00:00,169.67,218.61,7.7,41.34,28.26,22.89,14.44,1.19,13.95,1.01,4.95,65.67,161.36,36.85,996.36,12.47,0.59,0.0
2020-01-07,2020-01-08 00:00:00,97.05,123.16,3.95,29.64,18.97,24.87,10.18,1.18,14.27,0.9,3.02,69.53,83.24,53.26,994.14,13.27,0.22,0.5
2020-01-08,2020-01-09 00:00:00,86.14,106.07,3.8,26.35,16.95,21.2,7.36,0.91,12.32,0.77,3.56,76.46,179.11,19.8,992.27,12.85,0.24,17.0
2020-01-09,2020-01-10 00:00:00,80.62,109.85,3.47,19.8,13.43,24.01,8.7,0.88,17.07,0.61,4.02,72.57,284.13,91.63,997.07,9.84,0.08,0.0
2020-01-10,2020-01-11 00:00:00,113.11,161.67,4.11,31.09,19.81,27.36,11.34,1.01,21.44,0.93,24.54,69.18,281.01,122.17,997.07,10.5,0.67,0.0
2020-01-11,2020-01-12 00:00:00,130.83,212.84,14.13,48.19,36.48,28.57,11.71,1.76,29.73,0.99,18.13,62.29,255.75,119.92,996.47,12.17,0.88,0.0
2020-01-12,2020-01-13 00:00:00,180.41,289.02,26.92,48.35,47.68,26.97,12.09,1.46,24.28,1.36,13.62,64.43,261.89,124.47,993.73,13.02,1.6,0.0
2020-01-13,2020-01-14 00:00:00,201.79,279.25,10.08,45.53,32.57,24.72,8.84,1.54,15.87,1.79,7.87,67.4,118.69,62.71,989.3,14.17,2.35,0.5
2020-01-14,2020-01-15 00:00:00,104.38,138.63,4.69,28.34,18.95,23.53,8.84,1.04,10.98,0.93,5.83,72.05,229.52,87.16,993.08,12.42,0.57,0.0
2020-01-15,2020-01-16 00:00:00,111.52,163.91,7.56,31.95,23.01,20.21,11.58,1.44,11.48,1.11,7.29,71.46,200.21,116.12,994.1,11.99,0.76,0.0
2020-01-16,2020-01-17 00:00:00,117.62,170.85,6.75,29.35,21.11,20.12,9.59,1.09,4.54,1.14,5.86,73.96,217.08,52.75,993.0,11.56,0.62,3.0
2020-01-17,2020-01-18 00:00:00,97.65,134.17,5.87,21.37,16.12,20.52,8.26,1.27,5.14,0.97,8.03,74.41,267.48,73.3,994.29,12.62,0.58,2.0
2020-01-18,2020-01-19 00:00:00,108.43,159.05,7.69,33.53,23.99,19.71,8.91,1.34,5.07,1.29,11.17,73.36,268.84,87.78,996.01,11.51,0.59,0.0
2020-01-19,2020-01-20 00:00:00,106.44,145.83,2.37,16.75,10.87,20.16,7.88,0.81,6.75,0.8,5.75,72.52,284.64,116.19,996.75,10.18,0.02,0.0
2020-01-20,2020-01-21 00:00:00,138.75,210.12,11.62,23.84,22.62,19.92,8.71,1.34,,1.06,6.6,72.41,286.33,79.76,995.64,11.56,0.5,0.0
2020-01-21,2020-01-22 00:00:00,246.46,357.69,29.67,42.04,46.54,37.22,14.22,2.6,19.26,2.3,12.1,74.59,67.09,78.25,996.38,12.21,3.06,0.0
2020-01-22,2020-01-23 00:00:00,137.78,192.07,12.52,31.89,27.43,36.25,15.26,1.74,11.9,1.78,29.18,75.15,257.41,83.9,997.74,11.12,1.5,0.0
2020-01-23,2020-01-24 00:00:00,65.96,108.31,2.01,22.05,13.36,30.13,11.89,1.19,30.26,0.52,13.75,57.86,300.21,152.64,996.31,13.29,0.13,0.0
2020-01-24,2020-01-25 00:00:00,79.5,130.08,8.72,28.35,22.64,29.45,12.98,1.04,20.71,0.63,10.36,56.92,286.94,175.27,993.99,12.5,0.24,0.0
2020-01-25,2020-01-26 00:00:00,171.97,266.23,19.34,51.95,43.31,41.12,16.78,2.19,22.05,1.31,10.65,67.08,286.77,93.9,994.12,10.55,1.05,0.0
2020-01-26,2020-01-27 00:00:00,217.28,311.06,24.61,40.83,41.77,45.01,12.34,2.53,21.49,2.0,11.46,65.47,297.33,130.64,992.2,13.04,1.76,0.0
2020-01-27,2020-01-28 00:00:00,198.35,290.7,34.4,46.9,52.99,46.79,14.1,2.46,10.3,1.72,7.13,67.89,111.88,61.84,989.77,13.45,2.02,2.0
2020-01-28,2020-01-29 00:00:00,99.28,134.28,4.84,37.25,23.53,34.25,11.33,1.54,6.74,0.88,3.65,70.18,115.65,73.5,988.6,14.59,0.28,6.5
2020-01-29,2020-01-30 00:00:00,78.06,123.25,7.03,45.0,29.61,31.8,10.93,1.07,5.93,0.67,13.5,66.64,205.45,138.62,994.43,13.82,0.44,0.0
2020-01-30,2020-01-31 00:00:00,69.23,111.92,6.57,47.44,30.56,29.39,10.91,0.94,8.12,0.56,3.41,66.31,295.57,146.12,995.17,13.31,0.1,0.0
2020-01-31,2020-02-01 00:00:00,84.35,136.56,7.98,48.27,31.98,29.27,10.74,1.31,9.48,0.82,12.2,68.56,233.18,136.62,993.04,10.89,0.58,0.0
2020-02-01,2020-02-02 00:00:00,118.96,184.36,44.86,48.72,62.96,30.74,8.28,1.65,11.16,1.24,10.12,69.7,103.63,136.47,995.92,10.78,1.35,0.0
2020-02-02,2020-02-03 00:00:00,113.02,171.01,9.76,48.45,33.79,36.46,8.74,1.33,8.15,0.89,8.27,69.82,284.33,136.25,997.31,11.57,0.37,0.5
2020-02-03,2020-02-04 00:00:00,141.17,224.7,15.91,59.44,44.41,37.74,11.55,1.52,12.45,1.16,17.15,63.65,273.32,152.59,995.97,12.27,0.75,0.0
2020-02-04,2020-02-05 00:00:00,173.79,245.09,19.02,54.63,44.89,38.48,12.7,1.21,11.22,1.37,7.52,65.93,54.92,120.24,994.44,12.16,0.83,0.0
2020-02-05,2020-02-06 00:00:00,141.21,222.21,13.17,53.11,38.98,37.37,12.03,1.14,12.31,1.14,8.4,63.67,232.28,137.28,994.65,13.03,0.4,0.0
2020-02-06,2020-02-07 00:00:00,130.06,186.62,5.64,45.88,28.91,36.62,12.48,1.04,11.32,0.89,5.36,65.39,219.66,142.37,994.0,11.82,0.2,0.0
2020-02-07,2020-02-08 00:00:00,131.08,191.93,19.64,49.55,42.4,31.08,10.69,1.17,12.38,1.0,2.72,66.18,164.82,128.3,996.45,11.48,0.19,0.0
2020-02-08,2020-02-09 00:00:00,150.94,213.62,6.23,47.15,30.26,39.18,13.97,0.92,11.32,0.83,7.21,62.96,289.4,147.06,998.02,13.42,0.13,0.0
2020-02-09,2020-02-10 00:00:00,,225.55,13.83,54.47,40.24,38.52,13.79,1.14,12.4,0.97,3.77,63.01,273.06,149.27,998.14,13.38,0.29,0.0
2020-02-10,2020-02-11 00:00:00,125.59,265.79,40.91,63.16,68.06,38.95,14.38,1.46,13.22,1.17,16.14,63.94,284.92,151.01,996.76,13.06,0.88,0.0
2020-02-11,2020-02-12 00:00:00,161.96,285.2,57.12,63.36,79.63,38.37,12.19,1.4,14.45,1.44,11.57,64.65,285.44,150.04,997.07,13.44,1.8,0.0
2020-02-12,2020-02-13 00:00:00,162.77,272.01,10.19,47.06,33.43,45.05,16.48,1.08,13.02,1.02,13.38,61.4,278.77,143.52,996.38,16.07,0.32,0.0
2020-02-13,2020-02-14 00:00:00,89.34,152.41,2.68,35.95,21.31,32.81,18.21,0.83,36.89,0.6,19.32,55.62,285.05,160.17,993.32,18.8,0.11,0.0
2020-02-14,2020-02-15 00:00:00,76.15,142.07,2.42,32.19,19.1,28.12,17.69,0.86,62.83,0.42,7.96,53.72,292.21,166.0,990.61,17.93,0.01,0.0
2020-02-15,2020-02-16 00:00:00,100.47,170.89,3.08,42.89,25.1,28.67,24.21,0.7,58.92,0.61,18.51,50.94,298.63,171.3,990.82,16.81,0.12,0.0
2020-02-16,2020-02-17 00:00:00,178.52,281.2,35.18,63.86,61.75,40.94,27.11,1.53,50.34,1.16,11.58,58.57,231.79,166.5,993.97,16.41,0.86,0.0
2020-02-17,2020-02-18 00:00:00,193.25,335.49,26.6,65.6,56.54,49.34,22.63,1.13,29.55,1.34,20.01,65.69,243.22,66.83,995.02,13.67,1.45,0.0
2020-02-18,2020-02-19 00:00:00,149.3,249.84,27.96,62.4,56.08,33.17,27.92,1.18,58.81,1.07,16.06,52.66,285.43,167.44,992.23,16.99,1.17,0.0
2020-02-19,2020-02-20 00:00:00,164.95,298.96,39.87,64.61,66.21,36.1,19.68,1.52,58.5,2.19,19.1,59.24,180.96,119.52,991.09,16.85,5.15,0.0
2020-02-20,2020-02-21 00:00:00,125.53,199.56,2.77,42.04,24.52,37.72,14.93,1.2,59.9,1.12,4.62,60.05,133.81,74.21,991.01,18.05,0.24,11.0
2020-02-21,2020-02-22 00:00:00,40.55,55.17,2.29,25.37,15.37,26.22,10.79,0.63,49.16,0.31,1.54,69.42,106.7,52.34,995.05,15.57,0.01,0.5
2020-02-22,2020-02-23 00:00:00,48.01,90.32,18.05,38.49,33.98,21.88,16.81,1.08,32.72,0.58,4.04,65.18,51.62,142.78,997.8,17.55,0.66,0.0
2020-02-23,2020-02-24 00:00:00,86.71,150.88,20.16,40.77,38.23,27.99,15.46,0.95,34.27,0.92,7.26,65.03,93.71,141.31,995.8,18.37,1.2,0.0
2020-02-24,2020-02-25 00:00:00,61.61,126.25,11.47,50.63,36.32,24.75,17.7,0.9,28.99,0.75,8.45,63.51,148.95,162.38,992.52,17.96,0.31,0.0
2020-02-25,2020-02-26 00:00:00,136.33,262.12,14.22,54.96,40.89,34.28,18.82,1.13,18.39,0.8,8.08,68.98,293.82,72.46,991.25,16.9,0.32,0.0
2020-02-26,2020-02-27 00:00:00,153.08,287.03,23.87,43.25,42.44,37.02,23.81,1.1,33.49,1.26,11.8,65.16,190.77,137.52,991.98,18.7,0.79,0.0
2020-02-27,2020-02-28 00:00:00,125.3,219.42,6.7,45.32,29.49,30.87,13.2,1.05,40.2,1.17,4.9,65.87,101.53,119.71,992.36,18.83,0.26,0.0
2020-02-28,2020-02-29 00:00:00,95.15,195.53,3.11,38.19,22.84,29.78,12.37,0.99,32.11,0.82,3.41,63.12,127.36,127.19,991.02,20.18,0.24,0.0
2020-02-29,2020-03-01 00:00:00,66.83,137.44,3.21,34.45,20.94,27.22,10.9,0.87,22.48,0.48,2.28,64.62,144.83,114.27,990.36,18.99,0.02,2.5
2020-03-01,2020-03-02 00:00:00,46.88,81.75,4.98,37.21,23.82,24.53,11.1,0.71,31.83,0.31,2.19,63.76,104.98,167.4,990.97,19.35,0.01,0.0
2020-03-02,2020-03-03 00:00:00,89.11,185.26,41.91,49.28,60.37,27.37,16.52,1.3,21.54,0.54,4.91,63.91,79.43,162.13,990.55,19.94,0.18,0.0
2020-03-03,2020-03-04 00:00:00,96.23,187.5,37.78,42.19,53.26,27.07,14.74,1.04,24.12,0.53,8.69,60.1,143.32,182.59,989.02,19.97,0.45,0.0
2020-03-04,2020-03-05 00:00:00,92.45,154.51,15.3,38.87,33.14,28.17,9.38,0.97,17.58,0.54,2.21,67.95,88.35,61.97,988.61,16.88,0.03,1.5
2020-03-05,2020-03-06 00:00:00,27.25,41.06,2.87,30.74,18.7,24.74,11.52,0.67,19.56,0.13,2.0,67.9,147.14,63.33,988.74,16.88,0.0,14.5
2020-03-06,2020-03-07 00:00:00,20.03,29.72,2.5,29.71,17.73,20.55,11.29,0.57,22.57,0.05,1.61,69.81,206.88,109.41,987.59,15.73,0.0,24.0
2020-03-07,2020-03-08 00:00:00,41.39,68.45,3.05,32.38,19.72,19.67,11.02,0.84,24.98,0.22,1.99,67.68,161.33,109.32,991.95,16.68,0.23,0.0
2020-03-08,2020-03-09 00:00:00,59.59,90.97,11.9,37.43,29.24,20.39,10.99,,19.96,0.47,2.94,65.21,208.26,182.47,993.84,17.12,0.18,0.0
2020-03-09,2020-03-10 00:00:00,42.89,99.25,3.16,31.54,19.3,19.11,12.51,0.77,24.25,0.06,1.64,59.03,293.0,209.43,990.92,17.88,0.01,0.0
2020-03-10,2020-03-11 00:00:00,72.18,132.06,2.72,27.32,16.76,21.4,15.68,0.79,31.34,0.21,2.27,57.01,143.61,187.62,989.6,18.63,0.02,0.0
2020-03-11,2020-03-12 00:00:00,55.88,99.18,2.65,28.18,17.14,22.08,12.77,0.84,30.86,0.28,1.38,59.55,167.58,158.8,987.21,20.7,0.01,2.0
2020-03-12,2020-03-13 00:00:00,52.24,115.68,2.86,33.04,19.9,22.53,12.55,0.82,22.23,0.16,1.5,59.32,158.93,166.63,989.46,20.56,0.04,0.0
2020-03-13,2020-03-14 00:00:00,92.29,229.33,15.94,36.77,32.56,18.11,15.24,0.95,23.47,0.49,2.38,56.59,162.62,171.62,991.4,19.85,0.1,0.0
2020-03-14,2020-03-15 00:00:00,34.34,54.18,2.84,22.57,14.21,16.98,13.04,0.86,18.99,0.13,1.27,68.05,165.88,106.97,992.89,17.1,0.01,16.0
2020-03-15,2020-03-16 00:00:00,51.72,89.03,9.91,26.45,21.79,16.97,11.8,0.79,21.44,0.23,1.95,64.16,169.64,182.66,994.61,17.07,0.01,0.0
2020-03-16,2020-03-17 00:00:00,60.13,119.91,3.64,35.11,21.36,19.87,15.38,0.86,12.44,0.14,3.68,68.52,288.18,96.44,994.26,16.11,0.01,0.0
2020-03-17,2020-03-18 00:00:00,50.47,124.38,6.88,44.5,29.25,26.88,13.99,0.87,23.0,0.16,2.79,58.48,292.2,234.88,993.89,20.83,0.01,0.0
2020-03-18,2020-03-19 00:00:00,50.35,132.83,9.86,42.52,29.74,23.97,15.34,0.97,38.34,0.29,3.01,53.2,297.99,233.71,991.13,24.23,0.33,0.0
2020-03-19,2020-03-20 00:00:00,92.15,209.77,17.16,41.23,35.91,30.88,19.9,0.96,37.59,0.61,5.13,62.19,199.08,180.2,989.25,21.72,0.58,0.0
2020-03-20,2020-03-21 00:00:00,85.28,180.44,10.02,44.94,31.97,24.55,18.37,1.09,41.45,0.65,5.71,57.78,92.48,174.13,988.24,23.0,0.33,0.0
2020-03-21,2020-03-22 00:00:00,115.19,254.49,15.81,53.35,41.16,27.95,28.54,1.07,37.13,1.0,16.65,58.49,173.89,136.85,988.67,23.14,1.57,0.0
2020-03-22,2020-03-23 00:00:00,80.29,132.77,3.17,33.95,20.63,25.43,13.99,0.92,30.09,0.6,2.63,59.61,171.93,189.51,990.57,22.25,0.17,0.0
2020-03-23,2020-03-24 00:00:00,52.47,91.98,3.2,33.25,20.28,21.7,15.94,0.85,29.86,0.31,1.5,55.59,147.43,190.48,989.97,23.01,0.07,0.0
2020-03-24,2020-03-25 00:00:00,56.14,95.18,3.02,35.0,21.08,22.13,15.95,0.8,29.97,0.5,1.34,58.23,154.95,145.46,988.59,23.21,0.05,1.5
2020-03-25,2020-03-26 00:00:00,37.71,72.06,2.98,30.84,18.83,21.48,11.55,0.93,27.4,0.26,1.21,57.53,205.83,193.6,989.03,24.19,0.03,0.0
2020-03-26,2020-03-27 00:00:00,48.83,90.04,2.76,28.67,17.5,23.35,15.52,0.66,22.67,0.22,1.15,58.74,293.62,123.73,990.38,23.67,0.0,0.0
2020-03-27,2020-03-28 00:00:00,22.51,40.51,2.96,28.26,17.46,17.69,10.48,0.63,20.85,0.07,0.86,64.44,180.03,101.89,992.1,20.88,0.0,25.5
2020-03-28,2020-03-29 00:00:00,16.39,35.08,2.98,29.25,17.97,15.47,10.54,0.67,20.32,0.05,0.68,63.52,253.32,223.03,992.55,21.17,0.01,0.5
2020-03-29,2020-03-30 00:00:00,21.32,60.75,2.54,28.51,17.25,15.67,9.9,0.47,29.94,0.01,0.71,56.38,295.66,220.39,990.39,22.73,0.0,0.0
2020-03-30,2020-03-31 00:00:00,32.06,80.21,2.68,31.23,18.79,17.45,11.21,0.63,31.81,0.03,0.93,55.4,303.56,218.57,990.39,22.17,0.0,0.0
2020-03-31,2020-04-01 00:00:00,28.5,73.88,2.76,29.82,18.11,16.72,12.43,0.58,32.78,0.05,0.86,53.21,246.58,186.4,989.2,23.47,0.0,0.0
2020-04-01,2020-04-02 00:00:00,31.06,77.25,2.88,30.18,18.41,17.49,14.15,0.75,28.7,0.08,0.7,53.13,222.08,208.29,988.37,24.28,0.0,0.0
2020-04-02,2020-04-03 00:00:00,24.54,66.81,2.68,29.3,17.78,16.44,11.48,0.66,33.42,0.01,0.61,51.06,248.43,224.02,988.7,23.91,0.01,0.0
2020-04-03,2020-04-04 00:00:00,29.85,82.56,2.63,32.12,19.23,15.93,12.09,0.92,40.59,0.07,0.92,46.7,298.97,224.48,989.87,22.45,0.03,0.0
2020-04-04,2020-04-05 00:00:00,44.12,104.81,3.42,36.79,22.44,17.76,15.16,0.67,34.01,0.24,1.29,50.01,288.66,221.07,989.84,23.07,0.01,0.0
2020-04-05,2020-04-06 00:00:00,62.33,125.81,3.54,36.66,22.25,21.42,13.26,0.6,34.94,0.39,1.84,51.87,184.06,203.21,990.51,24.13,0.0,0.0
2020-04-06,2020-04-07 00:00:00,68.42,145.73,3.22,35.79,21.66,22.8,16.16,0.91,34.04,0.52,1.29,46.66,172.38,216.06,989.3,26.97,0.0,0.0
2020-04-07,2020-04-08 00:00:00,27.33,108.98,2.59,31.36,18.79,20.15,10.26,0.78,35.63,0.08,0.75,47.22,240.36,201.17,987.4,25.36,0.0,0.0
2020-04-08,2020-04-09 00:00:00,27.48,89.11,2.54,30.2,18.14,17.59,12.9,0.72,39.43,0.04,0.68,42.37,268.15,247.22,988.06,25.65,0.0,0.0
2020-04-09,2020-04-10 00:00:00,35.77,97.69,2.69,34.98,20.78,18.4,14.78,0.87,40.01,0.14,1.01,45.75,303.62,204.01,988.4,24.7,0.01,0.0
2020-04-10,2020-04-11 00:00:00,51.29,135.06,4.22,39.08,24.13,20.14,15.15,0.83,33.95,0.32,1.98,43.19,305.84,215.18,989.26,26.88,0.01,0.0
2020-04-11,2020-04-12 00:00:00,49.56,137.6,3.25,32.86,20.18,21.27,18.99,0.83,41.33,0.34,1.05,42.33,201.61,189.25,990.23,28.56,0.06,0.0
2020-04-12,2020-04-13 00:00:00,33.24,105.98,2.56,29.3,17.69,18.86,18.06,0.7,42.94,0.13,1.23,40.9,281.76,214.41,988.01,28.54,0.0,0.0
2020-04-13,2020-04-14 00:00:00,59.08,166.4,2.88,34.25,20.56,21.21,21.75,0.85,35.57,0.31,2.15,41.08,305.09,209.33,985.98,29.74,0.02,0.0
